,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-7.747007592148304,-7.747007592148304,-7.747007592148304,-7.747007592148304,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301,-8.582705682225301
1,-6.512450879999999,-6.512450879999999,-6.512450879999999,-6.512450879999999,-4.967231999999999,-5.566656,-4.93272,-4.93272,-5.694768,-5.694768,-6.2184869759999994,-4.93272,-4.93272,-4.967231999999999,-5.566656,-4.93272,-4.93272,-5.694768,-5.694768,-6.2184869759999994,-4.93272,-4.93272,-4.967231999999999,-5.566656,-4.93272,-4.93272,-5.694768,-5.694768,-6.2184869759999994,-4.93272,-4.93272,-4.967231999999999
2,-6.475355519999999,-6.475355519999999,-6.475355519999999,-6.475355519999999,-5.4486023999999995,-6.180537599999999,-6.121505999999999,-6.180537599999999,-6.121505999999999,-6.180537599999999,-6.121505999999999,-6.180537599999999,-5.4486023999999995,-6.180537599999999,-6.8199004799999985,-6.180537599999999,-6.121505999999999,-6.180537599999999,-6.121505999999999,-6.180537599999999,-5.4486023999999995,-6.180537599999999,-6.121505999999999,-6.180537599999999,-6.121505999999999,-6.180537599999999,-6.121505999999999,-6.180537599999999,-5.4486023999999995,-6.180537599999999,-6.121505999999999,-6.180537599999999
3,-5.051485287838532,-5.051485287838532,-5.051485287838532,-5.051485287838532,-5.123952562143015,0.0,0.0,0.0,0.0,0.0,0.0,-2.352,0.0,0.0,0.0,0.0,0.0,-5.123952562143015,0.0,0.0,-2.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.352,-5.123952562143015,0.0
4,-6.660120828845976,-6.660120828845976,-6.660120828845976,-6.660120828845976,-6.950591667167455,-5.947844399999999,-5.211359999999999,-5.186325179476976,-4.91482368,-6.034319999999999,-5.710319999999999,-6.034319999999999,-6.041448,-6.064752562143014,-6.953943807416556,-6.111459333648272,-5.841394153459309,-6.950591667167455,-5.947844399999999,-5.211359999999999,-5.186325179476976,-4.91482368,-6.034319999999999,-5.710319999999999,-6.034319999999999,-6.041448,-6.064752562143014,-6.953943807416556,-6.111459333648272,-5.841394153459309,-6.950591667167455,-5.947844399999999
5,-1.8659999999999999,-1.8659999999999999,-1.8659999999999999,-1.8659999999999999,-3.0,-3.0,-3.0,0.0,-0.5220000000000002,-2.04,-3.0,-3.0,-3.0,0.0,-0.5220000000000002,-2.04,-3.0,-3.0,-3.0,0.0,-0.5220000000000002,-2.04,-3.0,-3.0,-3.0,0.0,-0.5220000000000002,-2.04,-3.0,-3.0,-3.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.2,0.0,0.0,0.0,10.5,4.2,0.0,0.0,0.0,10.5,4.2,0.0,0.0,0.0,10.5,4.2,0.0,0.0,0.0,10.5,4.2,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16499999999999967,0.0,0.0,0.0,0.0,-0.16499999999999967,0.0,0.0,0.0,0.0,-0.16499999999999967,0.0,0.0,0.0,0.0,-0.16499999999999967,0.0,0.0,0.0,0.0,-0.16499999999999967,0.0,0.0,0.0,0.0
8,-7.16117144799402,-7.16117144799402,-7.16117144799402,-7.16117144799402,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753,-8.11876481001753
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
