,0,1
1,-100.05435252189636,55
2,-164.36153292655945,55
3,-239.76735496520996,55
4,-294.6570565700531,55
5,-361.70341300964355,57
6,-415.73550176620483,57
7,-480.2333219051361,57
8,-620.2903356552124,58
9,-675.9824502468109,58
10,-723.3105442523956,58
11,-771.464536190033,58
12,-815.291570186615,58
13,-870.7879641056061,58
14,-945.8961751461029,59
15,-1002.9816248416901,59
16,-1052.305819272995,59
17,-1104.3105115890503,59
18,-1164.808585882187,59
19,-1219.9407336711884,59
20,-1328.6360492706299,59
21,-1378.959994316101,59
22,-1436.8272519111633,59
23,-1489.5730910301208,59
24,-1546.7791006565094,59
25,-1592.9601233005524,59
26,-1639.337836265564,59
27,-1693.915195465088,59
28,-1745.4530091285706,59
29,-1793.8693416118622,59
30,-1832.3991994857788,59
