,0,1
1,-116.6126139163971,124
2,-204.87149858474731,124
3,-255.2609043121338,124
4,-326.9633049964905,124
5,-400.4829432964325,124
6,-470.4794068336487,124
7,-524.3313241004944,124
8,-576.6513292789459,124
9,-634.2433333396912,124
10,-717.8506605625153,126
11,-764.3337500095367,126
12,-818.1521761417389,126
13,-872.428204536438,126
14,-921.2527163028717,126
15,-984.1186635494232,126
16,-1035.5076773166656,126
17,-1085.8930563926697,126
18,-1151.7958917617798,127
19,-1245.9473905563354,127
20,-1300.3886070251465,127
21,-1352.2104558944702,127
22,-1452.4623954296112,129
23,-1509.2058472633362,130
24,-1581.054527759552,130
25,-1731.8353633880615,136
26,-1800.1218719482422,136
27,-1863.7450723648071,137
28,-1905.5268771648407,137
29,-2005.7771878242493,138
30,-2051.284597635269,139
