,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2
2,-3.7979999999999996,-3.7979999999999996,-3.7979999999999996,-3.7979999999999996,-4.96545,-4.9094999999999995,-4.3668,-3.5568000000000004,-4.77504,-4.199999999999999,-4.96545,-4.14,-4.3668,-3.6624,-3.0,-3.2927999999999997,-4.96545,-4.9094999999999995,-4.3668,-4.10952,-3.0,-3.0,-4.96545,-3.6624,-4.3668,-3.0,-4.9094999999999995,-3.5568000000000004,-4.96545,-4.77504,-4.3668,-3.0
3,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.8371199999999996,-3.816,-3.7463999999999995,-3.9408,-3.4032,-3.7463999999999995,-2.9513999999999996,-3.0,-3.0,-3.0,-3.0,-3.0,-3.8371199999999996,-3.816,-3.7463999999999995,-3.9408,-3.4032,-3.7463999999999995,-2.9513999999999996,-3.0,-3.0,-3.0,-3.0,-3.0,-3.8371199999999996,-3.816
4,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-0.6719999999999997,-3.0,-2.352,-2.352,-1.6560000000000001,-3.0,-3.0,-2.352,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,-0.6719999999999997,-2.2799999999999994,0.0,-2.352,-3.0,-3.0,-2.352,0.0,-1.6560000000000001,-3.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0
6,-2.109,-2.109,-2.109,-2.109,4.2,0.0,0.0,0.0,0.0,-0.18599999999999994,0.0,0.0,4.2,0.0,0.0,0.0,-0.18599999999999994,0.0,0.0,0.0,4.2,0.0,0.0,-0.18599999999999994,0.0,0.0,0.0,0.0,4.2,0.0,-0.18599999999999994,0.0
7,-1.6800000000000006,-1.6800000000000006,-1.6800000000000006,-1.6800000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.5,1.5,1.5,1.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.595,0.0,0.0
