,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0
1,-3.9408,-3.9408,-3.9408,-3.9408,-3.0,-2.0920224,-4.1217057,-3.0,-4.17287424,-3.0,-2.0920224,-4.1217057,-3.0,-4.17287424,-3.0,-2.0920224,-4.1217057,-3.0,-4.17287424,-3.0,-2.0920224,-4.1217057,-3.0,-4.17287424,-3.0,-2.0920224,-4.1217057,-3.0,-4.17287424,-3.0,-2.0920224,-4.1217057
2,-2.352,-2.352,-2.352,-2.352,-4.12224,-3.0,-2.352,-2.352,-3.0,-3.0,-2.352,-3.0,-3.797856,-3.0,-4.052256,-4.610112719999999,-2.1989099999999997,-2.1989099999999997,-3.05022,-4.12224,-3.0,-2.352,-2.352,-3.0,-3.0,-2.352,-3.0,-3.797856,-3.0,-4.052256,-4.610112719999999,-2.1989099999999997
3,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.93264,-3.93264,-3.0,-3.6261119999999996,-3.25344,-3.0,-3.455064,-3.0,-3.0,-3.12462,-3.0,-4.082294399999999,-3.455064,-3.0,-3.5568,-3.93264,-3.93264,-3.5568,-3.6261119999999996,-3.27168,-3.0,-3.455064,-3.0,-3.0,-3.12462,-3.0
4,-3.0,-3.0,-3.0,-3.0,-3.0,-2.031564,-3.0,-2.352,-3.0,-3.0,-3.183384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.352,0.0,-2.031564,0.0,0.0,-1.392,0.0,-3.183384,0.0,0.0,0.0,0.0,0.0,0.0
5,-6.147622871808,-6.147622871808,-6.147622871808,-6.147622871808,-5.4764881463999995,-5.5902155040768,-5.6164536,-5.510941583999999,-5.410639019735039,-5.4764881463999995,-5.5902155040768,-5.6164536,-5.510941583999999,-5.410639019735039,-5.4764881463999995,-5.5902155040768,-5.6164536,-5.510941583999999,-5.410639019735039,-5.4764881463999995,-5.5902155040768,-5.6164536,-5.510941583999999,-5.410639019735039,-5.4764881463999995,-5.5902155040768,-5.6164536,-5.510941583999999,-5.410639019735039,-5.4764881463999995,-5.5902155040768,-5.6164536
6,-4.54147008,-4.54147008,-4.54147008,-4.54147008,-4.812220032,-3.0,-4.349381759999999,-3.4906751999999996,-4.199950079999999,-3.2527199999999996,-3.2527199999999996,-1.967088,-3.4906751999999996,-2.0376,-1.967088,-4.812220032,-3.0,-4.349381759999999,-3.4906751999999996,-4.199950079999999,-3.2527199999999996,-3.2527199999999996,-1.967088,-3.4906751999999996,-2.0376,-1.967088,-4.812220032,-3.0,-4.349381759999999,-3.4906751999999996,-4.199950079999999,-3.2527199999999996
7,-4.697353536,-4.697353536,-4.697353536,-4.697353536,-5.902092672,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-5.902092672,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-5.902092672,-4.3314816,-4.3314816,-4.3314816,-4.3314816,-4.3314816
8,-2.4530879999999997,-2.4530879999999997,-2.4530879999999997,-2.4530879999999997,-1.967088,2.4,0.0,-2.595,0.0,0.0,-2.04,0.0,0.0,0.0,0.0,-1.967088,0.0,2.4,-2.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.967088,0.0,0.0,2.4,0.0,0.0
9,-4.199999999999998,-4.199999999999998,-4.199999999999998,-4.199999999999998,-3.0,-3.0,-2.352,-3.0,2.4,-3.0,0.0,0.0,0.0,0.0,-3.0,2.4,0.0,-3.0,-2.352,0.0,0.0,-3.0,2.4,0.0,0.0,0.0,-3.0,-3.0,0.0,2.4,-2.352,0.0
10,-3.0,-3.0,-3.0,-3.0,-3.6619392,-3.379536,-1.6548479999999999,-3.379536,-1.6548479999999999,-3.379536,-1.6548479999999999,-3.379536,-1.6548479999999999,-3.379536,-1.6548479999999999,-3.6619392,-1.6548479999999999,-3.379536,-1.6548479999999999,-3.379536,-1.6548479999999999,-3.379536,-1.6548479999999999,-3.379536,-1.6548479999999999,-3.379536,-3.6619392,-3.379536,-1.6548479999999999,-3.379536,-1.6548479999999999,-3.379536
